"Row.names","lbd_BIOME168077","lbd_control_BIOME168081","lbd_BIOME168093","lbd_control_BIOME168302","lbd_control_BIOME168314","lbd_BIOME168318","lbd_BIOME168326","lbd_control_BIOME168631","lbd_BIOME168635","lbd_control_BIOME168639","lbd_control_BIOME168643","lbd_BIOME168647","lbd_BIOME168651","lbd_control_BIOME168655","lbd_BIOME168667","lbd_control_BIOME168671","lbd_control_BIOME169177","lbd_BIOME169181","lbd_control_BIOME169201","lbd_BIOME169205","lbd_control_BIOME169624","lbd_BIOME169628","lbd_BIOME169715","lbd_control_BIOME169719","lbd_BIOME169727","lbd_control_BIOME169731","lbd_BIOME169735","lbd_control_BIOME169739","lbd_BIOME169763","lbd_control_BIOME169767","lbd_BIOME169832","lbd_control_BIOME169848","lbd_BIOME171068","lbd_control_BIOME171072","lbd_BIOME172196","lbd_control_BIOME172200","lbd_BIOME182044","lbd_control_BIOME182048","lbd_BIOME182052","lbd_control_BIOME182060","lbd_BIOME182064","lbd_control_BIOME182068","lbd_control_BIOME182751","lbd_BIOME182763","lbd_control_BIOME182767","lbd_BIOME182791","lbd_control_BIOME182795","lbd_BIOME186184","lbd_control_BIOME186381","lbd_BIOME186385","median_g1","median_g2","log2fc","p_value","q_value","kingdom","phylum","class","order","family","genus","category","cohens_d","ci_low","ci_high","p_effect_size"
"Intestinimonas_butyriciproducens",0,0.0221128863808108,0,0.00970066468279185,0.0214725605775318,0.0116578825123792,0,0.0157168822741941,0.0360550006762447,0.00993495179365496,0.00512837452868609,0,0,0,0.00886013583794845,0,0.0453410278673007,0.0190982773587949,0,0,0.0780400892196809,0.0665419353190316,0.010212914174433,0.0152780210545941,0,0.0352776939416478,0,0,0.0464084618569578,0.0507701944741498,0.0517018491550209,0.0883019947234704,0,0,0.0269457947903795,0.0210918417092952,0,0,0,0.0366838191661895,0,0,0.0394170703112253,0,0.00811797309652938,0.00467975972799277,0,0,0.00727330347297753,0.0111087831847779,0,0.00993495179365496,-8.96268522511327,0.0125531831253183,0.491380715359753,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriales_unclassified","Intestinimonas","LBD<Control",-0.533116876608986,-0.947996094339308,-0.108564342275201,1.01358640150741
"GGB3730_SGB5060",0,0,0,0,0,0.0095970242086672,0,0,0,0,0,0.0321847371706138,0,0,0.0236474923215962,0,0,0,0,0.056316543598492,0,0.062469767403443,0,0,0.0508677694271676,0,0,0,0,0,0,0,0,0,0.0404894554789838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0135782981266882,0.491380715359753,"Bacteria","Firmicutes","CFGB1473","OFGB1473","FGB1473","GGB3730","All",0.54135167197487,0.115909615981674,0.95700871856932,1.0107872971008
"GGB9719_SGB15272",0,0,0,0,0.0127439708103421,0,0,0,0,0,0,0,0,0,0.00482702465141554,0,0.0499196332264071,0,0.00714848692499902,0,0,0,0,0.0184699336476804,0,0,0,0.0245890557893689,0,0.0819727630471324,0,0.100381755365888,0,0,0,0,0,0,0,0,0,0,0.150646179943847,0,0,0,0,0.0692862027582561,0.0363604564865559,0,0,0,0,0.0165860001538243,0.491380715359753,"Bacteria","Firmicutes","CFGB3057","OFGB3057","FGB3057","GGB9719","All",-0.542283333433242,-0.95802911961524,-0.116740003837067,0.96540442423593
"Fumia_xinanensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0128300064212705,0.00573588246474603,0.0144573351989097,0,0,0,0,0.0127361143271668,0,0.0100151541885315,0,0,0,0.00782312072765842,0,0,0,0,0,0.00791209714651631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0169455572853479,0.491380715359753,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Fumia","All",-0.525372699422113,-0.939531261720578,-0.101647157977255,0.930405705475344
"Hungatella_hathewayi",0,0,0.0103442628421796,0,0.0164476257740326,0,0,0,0.00493965545517868,0,0,0.0094022645386415,0,0,0.0606035647865498,0,0.0101244023416791,0,0,0.029167475922196,0.0124462060540132,0,0.0220585327230608,0,0.0187280768950532,0,0,0,0.0890050287585548,0.00646533537612285,0.0514220778807198,0.0226889438967267,0,0,0.0096334256272922,0,0.0270791179419385,0,0,0.0126019163365589,0.0134948522159907,0.0191035149421899,0.008197654887575,0,0,0,0,0.0255996733729499,0.00928991388219505,0.0148767034102679,0.0094022645386415,0,8.88334434470777,0.0150471588458747,0.491380715359753,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Hungatella","LBD>Control",0.477160068244356,0.0583719319533153,0.887071354670575,0.869645932466606
"Odoribacter_laneus",0.0993520464748074,0,0,0,0,0,0,0,0.15587345864969,0,0,0,0,0,0,0,0,0,0,0,0,0.072996265401348,0,0,0.0485989498667765,0.0265342220300875,0.0286587739875263,0.0572580148335987,0,0,0,0,0,0,0,0,0.0786558525335717,0,0,0,0,0,0,0.0153986595994435,0,0.134925151476146,0.017465144944558,0,0,0,0,0,0,0.0203834428944218,0.491380715359753,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Odoribacteraceae","Odoribacter","All",0.468922795902053,0.0509412234110412,0.878150245602458,0.792818302571713
"GGB58158_SGB79798",0,0,0,0,0.00674541993504332,0,0,0,0,0,0,0,0,0,0,0.00967486022978064,0,0,0,0,0,0,0,0,0,0.0112162928475987,0,0.00607457346722083,0,0,0,0.0125780879171792,0,0,0,0.00879215337240372,0,0.00900012375452086,0,0,0.00800008493577826,0,0,0,0.0114282878952294,0.00834275655515972,0,0,0.0129849724641953,0.00692825831068013,0,0,0,0.021545863451621,0.491380715359753,"Bacteria","Firmicutes","CFGB3004","OFGB3004","FGB3004","GGB58158","All",-0.466998726697958,-0.876068230008914,-0.0492039973069669,0.778316935098953
"Dorea_sp_AF36_15AT",0.0321676271575286,0.0473981233559408,0.0363659504891285,0.016075512584503,0.0298674610332958,0,0.0242655208053518,0.0251203672179533,0.0333918290283218,0,0.0161065943224484,0.0352862056954192,0,0,0.0346955650055145,0.0335338851457837,0,0.0363742063030574,0,0.0374640792788715,0,0.0680414417497082,0,0.0437563675088667,0.0326554524410549,0.0490349417114329,0.0297163327311053,0.0239167072322613,0,0,0.0449517614641448,0.0211604984197143,0.0536550396830279,0,0.0358084936313414,0.037462726526948,0.043811256736834,0,0.0498282392759833,0,0.0826689403034956,0.0151035517966177,0,0.0183040263742958,0.025138287156708,0.0381602689455926,0.0497155698243399,0,0,0,0.0346955650055145,0.016075512584503,1.10892640735469,0.0198794422236876,0.491380715359753,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Dorea","LBD>Control",0.454987458081763,0.0383454193691066,0.863086148479255,0.77420475008089
"Lawsonibacter_faecis",0,0,0,0,0,0.0113316177177794,0.0129038453539563,0,0.00582240325697644,0,0.0128222064024257,0,0,0,0,0,0.0175137494970591,0.0253068459477315,0,0,0,0.0151002389414909,0,0,0.012950262861466,0,0.0131343071067564,0,0.0207499808388626,0.0208317679018701,0,0,0,0,0.0190694559336488,0.0129270739710172,0,0,0,0.0112029086659438,0,0,0,0.0152189966346416,0.00509904313932896,0.015103551041383,0,0.00810564322068255,0,0,0,0,0,0.0320607498400631,0.52504790428527,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Lawsonibacter","All",0.508156326843608,0.0862359002813532,0.920750664624503,0.759198929285791
"GGB9453_SGB14845",0,0,0,0,0.0444702517933978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0313036682703629,0,0,0,0.0635936061996516,0.0675999786222789,0.0885560621254883,0,0.08642092018701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0178727789139837,0.491380715359753,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","GGB9453","All",-0.432921089947849,-0.839305429326556,-0.0183351576253953,0.756662908368479
"GGB9788_SGB15411",0.0291297008271427,0.00822201496401943,0,0,0,0,0,0,0,0,0.045168425573117,0,0,0,0.0450552106482968,0,0,0,0,0.0388672265660215,0,0,0,0,0.0183803674605194,0,0,0,0,0,0,0,0,0,0.0298758381422861,0,0.0191923143246126,0,0,0,0,0,0,0.0404968661653888,0.00784864968363538,0.0354037159229209,0,0,0,0,0,0,0,0.01650572920245,0.491380715359753,"Bacteria","Firmicutes","CFGB3072","OFGB3072","FGB3072","GGB9788","All",0.416964142209997,0.00381479883078024,0.822165062734233,0.74318241188278
"Ruminococcus_SGB4421",0,0,0,0,0,0,0,0.0744926701143602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0804852101707071,0,0,0.0589646475810385,0.139603998051542,0,0.148635471722573,0,0,0,0,0,0,0,0.126943622314659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0290337167621217,0.52504790428527,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Ruminococcus","All",-0.465626460521924,-0.874583698638145,-0.0479646171820409,0.715713205188056
"Anaerovorax_odorimutans",0,0,0.0109911244285046,0.00506953693606192,0,0,0.0111267738706984,0.00611559267306299,0,0,0.00548637366464061,0,0,0,0.00654985402458069,0,0.0110907649841149,0.0126454916642294,0,0.0190982859540672,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00525359464403077,0,0,0.0061400686976715,0,0,0,0,0,0.0183176889411173,0.014374081144839,0,0,0,0.0378547835464711,0,0,0,0,0,0.0229710497017771,0.491380715359753,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriales_Family_XIII_Incertae_Sedis","Anaerovorax","All",0.423932728514541,0.0101612187519803,0.829644608337874,0.694749077411306
"Phocaeicola_dorei",0.0131304914116931,0.0644137848831744,0.00800633149507763,0.080646039076727,0.143017749406591,0.0117390970259609,0,0.0331255417697106,0.0670128175034519,0.120552345617443,0,0,0.0387123797975497,0,0.0312252503521783,0,0,0,0.0395956945159945,0.047215009802494,0,0,0,0,0,0,0,0.0698011905333955,0,0,0,0,0,0,0,0,0.0291777464082843,0.07979665879821,0.093635952386862,0.00954477358369086,0,0.0132291404399571,0.260225578356066,0.0127046711065577,0.0931875146658879,0,0.125814788393049,0.0299711379472527,0,0,0,0.00954477358369086,-8.90500143289226,0.0328864568330842,0.52504790428527,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Phocaeicola","LBD<Control",-0.467088121997752,-0.876164944790329,-0.049284737859225,0.692683704545094
"Longicatena_caecimuris",0,0.0153107263115404,0,0,0.0447474702434838,0.0109272508952353,0,0,0,0,0,0,0.145912174989084,0.129582695367699,0,0,0.0457762347284551,0,0.0371137735347411,0,0,0,0.0477874206891962,0,0,0.00918707465945145,0,0,0.0598244675377602,0.0232636487664909,0,0.0411260603024933,0,0.0771453019125251,0,0,0.0292085930356443,0.016847165740008,0,0.0954880748662744,0,0,0.0496429781169516,0.00459348955533524,0.133946464457172,0,0,0.0724214344689249,0.0784603280095692,0,0,0.0153107263115404,-9.58562744582278,0.0202647704704299,0.491380715359753,"Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Longicatena","LBD<Control",-0.408979965351607,-0.813606631955912,0.00346661927454971,0.692508725341506
"Clostridiaceae_unclassified_SGB15090",0,0,0,0,0,0.0939443305161758,0.230019468998174,0,0.0206266888486124,0,0,0,0,0,0.114466669799304,0.0191923220024796,0,0.14746065570096,0,0,0,0,0,0,0.0773739948344933,0,0.023310914744991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034860549341599,0.52504790428527,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Clostridiaceae_unclassified","All",0.474956077009172,0.0563848221700952,0.88468320973619,0.692327217346811
"GGB45495_SGB63167",0.0162364714985245,0.00620487694830268,0,0,0,0,0.0247795400307501,0,0.0377899395546953,0,0,0,0,0,0.029566098172399,0.00903339468951726,0,0,0,0.0127164773911831,0,0,0,0.011410763377673,0,0.00911055778935439,0,0.0120998802041015,0,0,0,0,0,0,0.0378891425824237,0,0.0203040961109781,0,0,0,0,0,0,0,0.0116235177768649,0.0413433545580988,0,0,0,0,0,0,0,0.0228718635060753,0.491380715359753,"Bacteria","Firmicutes","CFGB3072","OFGB3072","FGB3072","GGB45495","All",0.416820288417874,0.003683672884369,0.822010735195767,0.683876400889871
"Lachnospira_sp_NSJ_43",0,0,0,0.0364552854174675,0,0,0,0,0,0.00764860461038818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0254212300611255,0,0,0,0,0,0,0,0,0,0,0,0.0327610204564844,0,0,0,0,0.0419396243857044,0,0,0,0,0,0,0,0,0,0,0.0302272589769781,0.52504790428527,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Lachnospira","All",-0.444985450772203,-0.852295945350476,-0.0292853279714545,0.676200439695383
"GGB9627_SGB15081",0.0128960893138208,0,0,0,0,0.0606201370641456,0,0,0,0,0,0.0399079547058808,0,0,0,0,0,0,0,0.0280643394184343,0,0.0240418607446684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0155794557921839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0401293794201296,0.52504790428527,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","GGB9627","All",0.468843610792622,0.050869769842289,0.878064577700179,0.654757710527255
"GGB9176_SGB14114",0.0479014934919899,0,0,0,0,0,0.0181476202179702,0,0.0384581445713228,0,0.0083367617359725,0,0,0,0.0437838272713074,0,0.017964820686347,0.0237803777293875,0,0,0,0,0,0,0,0,0,0.00989460285197172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0334112986595936,0,0,0,0,0,0,0,0.0280026498633589,0.52504790428527,"Bacteria","Firmicutes","CFGB2875","OFGB2875","FGB2875","GGB9176","All",0.421601332965489,0.00803888170235027,0.827141253351194,0.654662916559266
"GGB9760_SGB15373",0.0152124196627323,0.11401107103448,0,0.055818748809151,0.0624553368639872,0.117123521600244,0,0,0,0,0.104926844126572,0.0419240859762437,0,0,0,0.0658693506114495,0,0,0.0944877603409363,0.0713121110658406,0.032780866038236,0,0,0.0639748112394292,0.0292291452365889,0.0281586439501993,0.0329620097151265,0.0321816278120574,0,0,0,0.116476770669718,0.0433090469595242,0,0,0,0.0293128877029365,0.059046182263011,0,0,0,0.0311418236644633,0,0,0.0637644884797074,0.0458035577734141,0,0,0,0,0,0.0311418236644633,-10.6089833286292,0.0403275196662439,0.52504790428527,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriales_unclassified","GGB9760","LBD<Control",-0.469374864976247,-0.878639543224879,-0.0513493611429669,0.654495602188482
"Christensenellaceae_bacterium",0.0176332651079793,0.00583098522896416,0,0,0,0.0172461484297239,0,0,0.0128922143821144,0,0,0,0,0,0.00946586617368115,0,0.0110455867231291,0,0,0,0,0,0,0,0,0,0.00550457302752209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0125661567597903,0,0.0127478915056273,0,0,0,0,0,0,0,0.0390423933422529,0.52504790428527,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Christensenellaceae","Christensenellaceae_unclassified","All",0.449571393783987,0.0334414576331287,0.857241012036195,0.633204929113918
"Lachnospira_pectinoschiza",0,0,0,0,0,0,0.00616445273669875,0,0,0.0279875804120841,0,0,0,0.00704278461369249,0,0.0106866434149422,0.00999516617313545,0,0.00756313988541717,0,0,0,0,0.0233001651508871,0.00681914233370341,0,0,0,0,0.0166711009727541,0,0.0130042101539212,0,0,0.0046260303647012,0.0208917046174287,0,0,0,0.0400406731285598,0.0310919824633929,0.00737570133352535,0,0,0,0,0.00939695049260579,0,0,0,0,0,0,0.041612758489321,0.52504790428527,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Lachnospira","All",-0.458541398523866,-0.866924584873266,-0.0415607326377214,0.633141809022381
"Agathobaculum_butyriciproducens",0.0944190411923413,0.118559429420981,0.0484658400795124,0.103361920012601,0.0772018889052258,0.00777182387176519,0.0138170955612185,0.0723132738079089,0.0496772497808583,0.101067473931853,0.0358014982303687,0.0411065813685085,0,0.0981462628309796,0,0.0547411361975326,0,0.05064772085132,0.0782815856623272,0.0430946668678557,0.0366606384190204,0.0240168817004433,0.0167817284169012,0.0301243018565517,0.010329750843863,0.0116878640333277,0,0.0532670790721565,0,0.00687755204498033,0.0125581967747081,0.0233323513493993,0.0492276180178192,0.0155376784397949,0.0418703306999546,0.124162605127514,0,0.0337762392599282,0.0849886581920512,0,0.0506427837079902,0.0451739653477569,0,0,0.046986439846973,0.0210704893238237,0.0646779224701148,0.0249605589364316,0.0158373299471022,0.0389533972945409,0.0240168817004433,0.0451739653477569,-0.910881729077256,0.050992972100439,0.52504790428527,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Agathobaculum","All",-0.483827740711139,-0.894301617081246,-0.0643787207110271,0.62534235918001
"GGB9786_SGB15409",0.0183912460242958,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0298975879311651,0,0,0,0,0,0.0091160477677233,0,0,0,0.0433852503023927,0,0,0,0,0,0,0,0,0,0.0128377991405359,0,0,0,0,0,0,0,0,0,0,0.0373945332192714,0,0,0,0,0,0,0,0.0297253779303241,0.52504790428527,"Bacteria","Firmicutes","CFGB3072","OFGB3072","FGB3072","GGB9786","All",0.408620262636488,-0.00379489107657775,0.813221313558524,0.62391108896472
"Yeguia_hominis",0.00660307560969308,0,0,0,0,0.0123453561616142,0,0,0.0161096996838135,0,0,0,0,0,0.0181117550437574,0.0109592339290356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0153824109798634,0.00726642806527973,0,0,0,0,0,0,0.0479318395343955,0.52504790428527,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Yeguiaceae","Yeguia","All",0.454295936129044,0.0377195574384688,0.862339545087748,0.599387111085802
"Holdemania_filiformis",0.0107472962980763,0,0,0,0.0155922962310815,0,0,0.0119124615743637,0,0,0,0,0.0155054584737044,0.0213932178626575,0,0,0.00922509789291539,0,0.00742973823157317,0,0,0,0,0,0,0,0.00879784311322163,0.0104452829115271,0,0.0153400893091047,0,0.0176729290763173,0,0,0,0.0396651523934509,0,0,0,0.0339771006756557,0,0,0,0,0.0156147354026189,0,0.0180896652093596,0.0199362166148599,0.0220947851811532,0.0275061941196712,0,0.00742973823157317,-8.54445831955283,0.058036315537587,0.52504790428527,"Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Holdemania","All",-0.484527540892134,-0.895060946422027,-0.0650087659665256,0.59902147959787
