"kingdom","phylum","class","order","family","genus","species"
"Bacteria","Firmicutes","CFGB9120","OFGB9120","FGB9120","GGB4659","GGB4659_SGB6447"
"Bacteria","Firmicutes","CFGB1012","OFGB1012","FGB1012","GGB2657","GGB2657_SGB3578"
"Bacteria","Firmicutes","CFGB77566","OFGB77566","FGB77566","GGB51139","GGB51139_SGB71360"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Dorea","Dorea_phocaeensis"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","GGB3534","GGB3534_SGB4722"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Lachnoclostridium","Lachnoclostridium_sp_An138"
"Bacteria","Candidatus_Melainabacteria","CFGB2107","OFGB2107","FGB2107","GGB6002","GGB6002_SGB8625"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriales_unclassified","Intestinimonas","Intestinimonas_timonensis"
"Bacteria","Firmicutes","CFGB1374","OFGB1374","FGB1374","GGB3352","GGB3352_SGB62935"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","GGB81342","GGB81342_SGB47944"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Neobittarella","Neobittarella_massiliensis"
"Bacteria","Firmicutes","CFGB1226","OFGB1226","FGB1226","GGB2998","GGB2998_SGB3989"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","GGB3677","GGB3677_SGB4990"
"Bacteria","Actinobacteria","Coriobacteriia","Eggerthellales","Eggerthellaceae","GGB9423","GGB9423_SGB14792"
"Bacteria","Firmicutes","Negativicutes","Veillonellales","Veillonellaceae","GGB4266","GGB4266_SGB5805"
"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides_faecis"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Tyzzerella","Tyzzerella_SGB4587"
"Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Coprobacillaceae","Catenibacterium","Catenibacterium_tridentinum"
"Bacteria","Firmicutes","CFGB1258","OFGB1258","FGB1258","GGB74220","GGB74220_SGB4052"
"Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Dielma","Dielma_fastidiosa"
"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Barnesiellaceae","Coprobacter","Coprobacter_fastidiosus"
"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","GGB1354","GGB1354_SGB1818"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","GGB32451","GGB32451_SGB47419"
"Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","GGB9380","GGB9380_SGB14375"
"Bacteria","Proteobacteria","Deltaproteobacteria","Desulfovibrionales","Desulfovibrionaceae","GGB9819","GGB9819_SGB15460"
"Bacteria","Firmicutes","CFGB38642","OFGB38642","FGB38642","GGB85077","GGB85077_SGB118947"
"Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","Collinsella","Collinsella_intestinalis"
"Bacteria","Actinobacteria","Actinomycetia","Actinomycetales","Actinomycetaceae","Actinomyces","Actinomyces_sp_ICM47"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","GGB3576","GGB3576_SGB4784"
"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas","Porphyromonas_SGB1977"
"Bacteria","Firmicutes","CFGB2881","OFGB2881","FGB2881","GGB9189","GGB9189_SGB14128"
"Bacteria","Actinobacteria","Actinomycetia","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium_bifidum"
"Bacteria","Actinobacteria","Actinomycetia","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium_catenulatum"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","Clostridium_transplantifaecale"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","GGB41473","GGB41473_SGB58537"
"Bacteria","Firmicutes","Firmicutes_unclassified","Firmicutes_unclassified","Firmicutes_unclassified","Firmicutes_unclassified","Firmicutes_unclassified_SGB47659"
"Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Akkermansiaceae","Akkermansia","Akkermansia_sp_BIOML_A66"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Blautia","Blautia_SGB4793"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","GGB3585","GGB3585_SGB4803"
"Bacteria","Firmicutes","CFGB3009","OFGB3009","FGB3009","GGB9474","GGB9474_SGB14868"
"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus_ultunensis"
"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Limosilactobacillus","Limosilactobacillus_oris"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Murimonas","Murimonas_intestini"
"Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Solobacterium","Solobacterium_SGB6828"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Cuneatibacter","Cuneatibacter_caecimuris"
"Bacteria","Actinobacteria","Actinomycetia","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium_breve"
"Bacteria","Firmicutes","Firmicutes_unclassified","Firmicutes_unclassified","Firmicutes_unclassified","GGB3680","GGB3680_SGB4995"
"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Pediococcus","Pediococcus_acidilactici"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","GGB3548","GGB3548_SGB4744"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Blautia","Blautia_hansenii"
"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Limosilactobacillus","Lactobacillus_timonensis"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","GGB9574","GGB9574_SGB14987"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","GGB3602","GGB3602_SGB66069"
"Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","Collinsella","Collinsella_bouchesdurhonensis"
"Bacteria","Firmicutes","CFGB10314","OFGB10314","FGB10314","GGB4703","GGB4703_SGB6510"
"Bacteria","Firmicutes","CFGB73185","OFGB73185","FGB73185","GGB9785","GGB9785_SGB15408"
"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Escherichia","Escherichia_marmotae"
"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","Prevotella_sp_885"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","GGB9634","GGB9634_SGB15095"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","GGB3517","GGB3517_SGB4696"
"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Citrobacter","Citrobacter_freundii"
"Bacteria","Firmicutes","CFGB1355","OFGB1355","FGB1355","GGB3306","GGB3306_SGB4373"
"Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","Senegalimassilia","Senegalimassilia_faecalis"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","GGB9636","GGB9636_SGB15107"
"Bacteria","Firmicutes","CFGB1293","OFGB1293","FGB1293","GGB3110","GGB3110_SGB4122"
"Bacteria","Firmicutes","CFGB1765","OFGB1765","FGB1765","GGB4569","GGB4569_SGB6310"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","GGB9608","GGB9608_SGB15041"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Faecalicatena","Faecalicatena_SGB4872"
"Bacteria","Firmicutes","CFGB3054","OFGB3054","FGB3054","GGB33512","GGB33512_SGB15202"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","GGB9457","GGB9457_SGB14849"
"Bacteria","Actinobacteria","Actinomycetia","Actinomycetales","Actinomycetaceae","Schaalia","Schaalia_turicensis"
"Bacteria","Firmicutes","CFGB1765","OFGB1765","FGB1765","GGB4559","GGB4559_SGB6293"
"Bacteria","Firmicutes","CFGB2889","OFGB2889","FGB2889","GGB9197","GGB9197_SGB14136"
"Bacteria","Firmicutes","Tissierellia","Tissierellales","Peptoniphilaceae","Parvimonas","Parvimonas_parva"
"Bacteria","Firmicutes","CFGB1765","OFGB1765","FGB1765","GGB4548","GGB4548_SGB6270"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriales_Family_XIII_Incertae_Sedis","GGB2977","GGB2977_SGB3959"
"Bacteria","Firmicutes","CFGB1011","OFGB1011","FGB1011","GGB2652","GGB2652_SGB3573"
"Bacteria","Firmicutes","CFGB2921","OFGB2921","FGB2921","GGB9243","GGB9243_SGB14185"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Blautia","Blautia_schinkii"
"Bacteria","Firmicutes","CFGB3072","OFGB3072","FGB3072","GGB79087","GGB79087_SGB105683"
"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas","Porphyromonas_uenonis"
"Bacteria","Firmicutes","CFGB31455","OFGB31455","FGB31455","GGB4699","GGB4699_SGB6502"
"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillales_unclassified","Gemella","Gemella_morbillorum"
"Bacteria","Firmicutes","CFGB74971","OFGB74971","FGB74971","GGB9332","GGB9332_SGB14295"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Ruminococcus","Ruminococcus_callidus"
"Bacteria","Firmicutes","CFGB52309","OFGB52309","FGB52309","GGB53380","GGB53380_SGB74412"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Jingyaoa","Jingyaoa_shaoxingensis"
"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas","Porphyromonas_somerae"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriales_unclassified","Fenollaria","Fenollaria_massiliensis"
"Bacteria","Firmicutes","CFGB2873","OFGB2873","FGB2873","GGB9172","GGB9172_SGB14110"
"Bacteria","Firmicutes","CFGB3069","OFGB3069","FGB3069","GGB9767","GGB9767_SGB15384"
"Bacteria","Firmicutes","CFGB3072","OFGB3072","FGB3072","GGB9786","GGB9786_SGB63164"
"Bacteria","Firmicutes","Tissierellia","Tissierellales","Peptoniphilaceae","Peptoniphilus","Peptoniphilus_senegalensis"
"Bacteria","Firmicutes","CFGB1347","OFGB1347","FGB1347","GGB3289","GGB3289_SGB4343"
"Bacteria","Firmicutes","Tissierellia","Tissierellales","Peptoniphilaceae","Peptoniphilus","Peptoniphilus_lacrimalis"
"Bacteria","Firmicutes","CFGB73902","OFGB73902","FGB73902","GGB4689","GGB4689_SGB6486"
"Bacteria","Firmicutes","CFGB1765","OFGB1765","FGB1765","GGB4598","GGB4598_SGB6360"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","GGB3474","GGB3474_SGB4637"
"Bacteria","Firmicutes","CFGB3070","OFGB3070","FGB3070","GGB9774","GGB9774_SGB15394"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","GGB3343","GGB3343_SGB4423"
"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","Prevotella_buccalis"
"Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Fusobacterium","Fusobacterium_nucleatum"
"Bacteria","Firmicutes","CFGB2837","OFGB2837","FGB2837","GGB9075","GGB9075_SGB13997"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriaceae","GGB35068","GGB35068_SGB47850"
"Bacteria","Firmicutes","Tissierellia","Tissierellales","Peptoniphilaceae","Peptoniphilus","Peptoniphilus_duerdenii"
"Bacteria","Firmicutes","Negativicutes","Veillonellales","Veillonellaceae","GGB4266","GGB4266_SGB5809"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Peptostreptococcaceae","Peptostreptococcus","Peptostreptococcus_stomatis"
"Bacteria","Firmicutes","Tissierellia","Tissierellales","Peptoniphilaceae","Anaerococcus","Anaerococcus_obesiensis"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriales_unclassified","Levyella","Levyella_massiliensis"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Vescimonas","Vescimonas_SGB15087"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","Clostridium_saudiense"
"Bacteria","Firmicutes","CFGB4559","OFGB4559","FGB4559","GGB2983","GGB2983_SGB3965"
"Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Atopobiaceae","Atopobium","Atopobium_deltae"
"Bacteria","Firmicutes","CFGB3038","OFGB3038","FGB3038","GGB9533","GGB9533_SGB14936"
"Bacteria","Actinobacteria","Actinomycetia","Corynebacteriales","Lawsonellaceae","Lawsonella","Lawsonella_clevelandensis"
"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","Prevotella_timonensis"
"Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Solobacterium","Solobacterium_moorei"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Peptococcaceae","Peptococcus","Peptococcus_niger"
"Bacteria","Firmicutes","Negativicutes","Veillonellales","Veillonellaceae","GGB4277","GGB4277_SGB5832"
"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus_intermedius"
"Bacteria","Firmicutes","CFGB10318","OFGB10318","FGB10318","GGB4664","GGB4664_SGB6452"
"Bacteria","Bacteroidota","CFGB618","OFGB618","FGB618","GGB1456","GGB1456_SGB2019"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriales_Family_XIII_Incertae_Sedis","Eubacteriales_Family_XIII_Incertae_Sedis_unclassified","Clostridiales_bacterium_S5_A14a"
"Bacteria","Firmicutes","CFGB1192","OFGB1192","FGB1192","GGB2945","GGB2945_SGB3918"
"Bacteria","Actinobacteria","Actinomycetia","Actinomycetales","Actinomycetaceae","Actinotignum","Actinotignum_timonense"
"Bacteria","Firmicutes","CFGB78342","OFGB78342","FGB78342","GGB3132","GGB3132_SGB4145"
"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides_cutis"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriales_Family_XIII_Incertae_Sedis","Eubacteriales_Family_XIII_Incertae_Sedis_unclassified","Eubacteriales_Family_XIII_Incertae_Sedis_unclassified_SGB3978"
"Bacteria","Firmicutes","CFGB14936","OFGB14936","FGB14936","GGB3256","GGB3256_SGB4303"
"Bacteria","Firmicutes","CFGB45555","OFGB45555","FGB45555","GGB9701","GGB9701_SGB15218"
"Bacteria","Actinobacteria","CFGB2801","OFGB2801","FGB2801","GGB8965","GGB8965_SGB13825"
"Bacteria","Proteobacteria","CFGB2404","OFGB2404","FGB2404","GGB6608","GGB6608_SGB9342"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Christensenellaceae","GGB45656","GGB45656_SGB72339"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Ligaoa","Ligaoa_zhengdingensis"
"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Segatella","Segatella_copri"
"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","GGB1215","GGB1215_SGB1581"
"Bacteria","Firmicutes","Tissierellia","Tissierellales","Peptoniphilaceae","Peptoniphilus","Peptoniphilus_rachelemmaiella"
"Bacteria","Actinobacteria","Actinomycetia","Actinomycetales","Actinomycetaceae","Trueperella","Trueperella_bernardiae"
"Bacteria","Firmicutes","Tissierellia","Tissierellia_unclassified","Tissierellia_unclassified","Ezakiella","Ezakiella_coagulans"
"Bacteria","Firmicutes","CFGB1765","OFGB1765","FGB1765","GGB4571","GGB4571_SGB6317"
"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Odoribacteraceae","Butyricimonas","Butyricimonas_faecalis"
"Bacteria","Firmicutes","CFGB1303","OFGB1303","FGB1303","GGB3124","GGB3124_SGB4136"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","GGB3593","GGB3593_SGB4817"
"Bacteria","Actinobacteria","Actinomycetia","Actinomycetales","Actinomycetaceae","Arcanobacterium","Arcanobacterium_urinimassiliense"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriales_unclassified","GGB9563","GGB9563_SGB14975"
"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes","Alistipes_SGB2313"
"Bacteria","Firmicutes","CFGB1765","OFGB1765","FGB1765","GGB4578","GGB4578_SGB6328"
"Bacteria","Firmicutes","CFGB1765","OFGB1765","FGB1765","GGB4569","GGB4569_SGB6312"
"Bacteria","Firmicutes","CFGB38642","OFGB38642","FGB38642","GGB9758","GGB9758_SGB15368"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Lachnospira","Lachnospira_SGB5083"
"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","GGB1689","GGB1689_SGB2321"
"Bacteria","Firmicutes","CFGB1765","OFGB1765","FGB1765","GGB4605","GGB4605_SGB6376"
"Bacteria","Firmicutes","CFGB1779","OFGB1779","FGB1779","GGB4717","GGB4717_SGB6533"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Blautia","Blautia_SGB101324"
"Bacteria","Firmicutes","CFGB9120","OFGB9120","FGB9120","GGB4642","GGB4642_SGB6421"
"Bacteria","Firmicutes","CFGB1474","OFGB1474","FGB1474","GGB51269","GGB51269_SGB5062"
"Bacteria","Proteobacteria","CFGB2403","OFGB2403","FGB2403","GGB6601","GGB6601_SGB9333"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","GGB3740","GGB3740_SGB5076"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","GGB9597","GGB9597_SGB15022"
"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides","Parabacteroides_johnsonii"
"Bacteria","Firmicutes","CFGB9115","OFGB9115","FGB9115","GGB4617","GGB4617_SGB6392"
"Bacteria","Firmicutes","CFGB1765","OFGB1765","FGB1765","GGB4604","GGB4604_SGB6369"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","GGB9604","GGB9604_SGB15036"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","GGB9623","GGB9623_SGB15075"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Dysosmobacter","Dysosmobacter_SGB15074"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","GGB9724","GGB9724_SGB15278"
"Bacteria","Firmicutes","CFGB3040","OFGB3040","FGB3040","GGB9542","GGB9542_SGB14948"
"Bacteria","Actinobacteria","Coriobacteriia","Eggerthellales","Eggerthellaceae","Eggerthella","Eggerthella_sp_YY7918"
"Bacteria","Firmicutes","CFGB1765","OFGB1765","FGB1765","GGB4603","GGB4603_SGB6367"
"Bacteria","Firmicutes","CFGB2881","OFGB2881","FGB2881","GGB9185","GGB9185_SGB14124"
"Bacteria","Firmicutes","CFGB2997","OFGB2997","FGB2997","GGB9444","GGB9444_SGB14834"
"Bacteria","Firmicutes","CFGB1359","OFGB1359","FGB1359","GGB3323","GGB3323_SGB4400"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Feifaniaceae","Feifania","Feifania_hominis"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Fumia","Fumia_xinanensis"
"Bacteria","Firmicutes","CFGB1765","OFGB1765","FGB1765","GGB4602","GGB4602_SGB6365"
"Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Akkermansiaceae","Akkermansia","Akkermansia_sp_KLE1798"
"Bacteria","Firmicutes","Negativicutes","Acidaminococcales","Acidaminococcaceae","GGB4239","GGB4239_SGB5731"
"Bacteria","Candidatus_Melainabacteria","CFGB2107","OFGB2107","FGB2107","GGB5997","GGB5997_SGB8620"
"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Sutterellaceae","GGB6567","GGB6567_SGB9277"
"Bacteria","Firmicutes","Clostridia","Candidatus_Borkfalkiales","Candidatus_Borkfalkiaceae","Candidatus_Borkfalkia","Candidatus_Borkfalkia_ceftriaxoniphila"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Enterocloster","Enterocloster_aldenensis"
"Bacteria","Firmicutes","CFGB2957","OFGB2957","FGB2957","GGB9299","GGB9299_SGB14259"
"Bacteria","Firmicutes","CFGB3022","OFGB3022","FGB3022","GGB9499","GGB9499_SGB72735"
"Bacteria","Firmicutes","CFGB75721","OFGB75721","FGB75721","GGB9524","GGB9524_SGB14923"
"Bacteria","Tenericutes","CFGB1787","OFGB1787","FGB1787","GGB4745","GGB4745_SGB6570"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Christensenellaceae","Gehongia","Gehongia_tenuis"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","GGB3519","GGB3519_SGB4698"
"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Sutterellaceae","Dakarella","Dakarella_massiliensis"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriaceae","GGB3724","GGB3724_SGB5054"
"Bacteria","Firmicutes","CFGB2915","OFGB2915","FGB2915","GGB36267","GGB36267_SGB14177"
"Bacteria","Actinobacteria","Actinomycetia","Actinomycetales","Actinomycetaceae","Actinomyces","Actinomyces_sp_ph3"
"Bacteria","Firmicutes","Negativicutes","Veillonellales","Veillonellaceae","Veillonella","Veillonella_parvula"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","GGB3602","GGB3602_SGB4865"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Peptostreptococcaceae","Peptacetobacter","Peptacetobacter_hiranonis"
"Bacteria","Firmicutes","Negativicutes","Selenomonadales","Selenomonadaceae","Megamonas","Megamonas_funiformis"
"Bacteria","Firmicutes","CFGB45503","OFGB45503","FGB45503","GGB45503","GGB45503_SGB63175"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriales_Family_XIII_Incertae_Sedis","GGB32387","GGB32387_SGB47381"
"Bacteria","Proteobacteria","Deltaproteobacteria","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio","Desulfovibrio_legallii"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","GGB3441","GGB3441_SGB4591"
"Bacteria","Firmicutes","CFGB79266","OFGB79266","FGB79266","GGB3493","GGB3493_SGB4668"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Coprococcus","Coprococcus_sp_AF21_14LB"
"Bacteria","Firmicutes","CFGB1260","OFGB1260","FGB1260","GGB3058","GGB3058_SGB4060"
"Bacteria","Actinobacteria","Coriobacteriia","Eggerthellales","Eggerthellaceae","Slackia","Slackia_SGB14780"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Blautia","Blautia_argi"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","GGB45596","GGB45596_SGB63306"
"Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","Collinsella","Collinsella_sp_AF08_23"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","GGB33657","GGB33657_SGB47663"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriaceae","GGB3722","GGB3722_SGB5050"
"Bacteria","Firmicutes","CFGB1227","OFGB1227","FGB1227","GGB3000","GGB3000_SGB3991"
"Bacteria","Firmicutes","Tissierellia","Tissierellales","Peptoniphilaceae","Finegoldia","Finegoldia_magna"
"Bacteria","Bacteroidota","CFGB4405","OFGB4405","FGB4405","GGB1266","GGB1266_SGB1699"
"Bacteria","Firmicutes","CFGB3048","OFGB3048","FGB3048","GGB9559","GGB9559_SGB69175"
"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotellamassilia","Prevotellamassilia_timonensis"
"Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","Collinsella","Collinsella_SGB62963"
"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Segatella","Segatella_sinensis"
"Bacteria","Firmicutes","CFGB1765","OFGB1765","FGB1765","GGB78781","GGB78781_SGB106569"
"Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Erysipelatoclostridium","Erysipelatoclostridium_SGB66626"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","GGB3603","GGB3603_SGB4866"
"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Segatella","Segatella_brasiliensis"
"Bacteria","Firmicutes","CFGB1311","OFGB1311","FGB1311","GGB3142","GGB3142_SGB4155"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Acetivibrio","Acetivibrio_sp_MSJd_27"
"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Odoribacteraceae","Butyricimonas","Butyricimonas_synergistica"
"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides_congonensis"
"Bacteria","Bacteroidota","CFGB529","OFGB529","FGB529","GGB1093","GGB1093_SGB1404"
"Bacteria","Actinobacteria","CFGB77988","OFGB77988","FGB77988","GGB9359","GGB9359_SGB14334"
"Bacteria","Firmicutes","Tissierellia","Tissierellales","Peptoniphilaceae","Parvimonas","Parvimonas_micra"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","GGB3600","GGB3600_SGB4860"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriales_Family_XIII_Incertae_Sedis","Mogibacterium","Mogibacterium_diversum"
"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides","Parabacteroides_bouchesdurhonensis"
"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","GGB1239","GGB1239_SGB1657"
"Bacteria","Actinobacteria","Actinomycetia","Bifidobacteriales","Bifidobacteriaceae","Alloscardovia","Alloscardovia_omnicolens"
"Bacteria","Firmicutes","CFGB58324","OFGB58324","FGB58324","GGB3305","GGB3305_SGB4368"
"Bacteria","Actinobacteria","CFGB2992","OFGB2992","FGB2992","GGB9411","GGB9411_SGB14764"
"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","GGB1532","GGB1532_SGB2115"
"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","GGB46149","GGB46149_SGB63917"
"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","Muribaculum","Muribaculum_gordoncarteri"
"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Faecalicatena","Faecalicatena_SGB4873"
